序号,课程名称,课程难度,作业多少,给分好坏,收获大小,选课类别,教学类型,课程类别,开课单位,课程层次,学分
6730,生物统计学原理（缪柏其）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,通修,3.0
6731,生物统计学原理（张洪）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,统计与金融系,通修,3.0
6732,"生物科技文献阅读（杨昱鹏, 臧建业）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,1.0
6733,"生物科技文献阅读（光寿红, 周荣斌）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,1.0
6734,生物电子学实验（孙红荣）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.0
6735,生物电子显微镜技术（刘爱平）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学学院,通修,2.0
6736,生物电镜技术（刘爱平）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学学院,通修,1.0
6737,生物质热解与气固两相流（朱锡锋）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,热科学和能源工程系,硕士,3.0
6738,生物质热解转化原理与应用（朱锡锋）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,热科学和能源工程系,专业选修,3.0
6739,生物网络的分析与建模（梁治）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,通修,3.0
6740,"生理学（周江宁,  胡兵,  汪铭...）",你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,生命科学学院,学科群基础课,3.0
6741,"生理学与神经生物学综合实验（周江宁,  杨昱鹏,  张效初...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,专业选修,1.5
6742,生理学（胡兵）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业基础,3.0
6743,"生理学（胡兵, 汪铭, 陈聚涛）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业基础,3.0
6744,生理学与神经生物学综合实验（杨昱鹏）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,专业选修,1.5
6745,"生物质热解转化原理与应用（朱锡锋, 李文志）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,热科学和能源工程系,专业选修,3.0
6746,生理学和神经生物学实验(II)（周逸峰）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6747,"生理学和神经生物学实验(II)（周逸峰, 陈聚涛）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6748,生理学（汪铭）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业基础,3.0
6749,"生理学（汪铭, 陈聚涛）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业基础,3.0
6750,"生理学实验（胡兵,  张隆华,  孙红荣...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,专业基础,1.5
6751,"生理学和神经生物学实验(II)（杨昱鹏, 周逸峰）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6752,"生理学和神经生物学实验(II)（孙红荣, 周逸峰）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6753,生理学和神经生物学实验I（孙红荣）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6754,"生理学和神经生物学实验I（孙红荣, 陈聚涛）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6755,生理学和神经生物学实验(II)（陈聚涛）,你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,生命科学学院,全校通修,2.0
6756,生理学和神经生物学实验I（陈聚涛）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,通修,1.5
6757,生理学实验（陈聚涛）,你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,生命科学学院,学科群基础课,2.0
6758,田径（朱信龙）,你猜,你猜,你猜,你猜,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
6759,用户界面设计（袁胡骏）,你猜,你猜,你猜,你猜,通识,理论课,核心通识,软件学院,通修,2.0
6760,电动力学（王沛）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6761,"电动力学（李弘, 胡广月）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6762,"电动力学（潘海俊, 胡友秋）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6763,由量子光学再析与发展经典光学（范洪义）,你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,材料科学与工程系,全校通修,4.0
6764,田径（王淮勘）,你猜,你猜,你猜,你猜,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
6765,田径（吴成林）,你猜,你猜,你猜,你猜,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
6766,田径（汤涛）,你猜,你猜,你猜,你猜,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
6767,电动力学（胡友秋）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6768,电动力学（程福臻）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6769,电动力学（吴强）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6770,电动力学（陈银华）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6771,"电动力学（刘万东, 刘阿娣）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6772,"电动力学（王少杰, 蔡辉山）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6773,"电动力学（周宏岩, 程福臻）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6774,"电动力学（林宣滨, 程福臻）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6775,电动力学（陈出新）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6776,电动力学（郑惠南）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
6777,电子信息检索（张素芳）,你猜,你猜,你猜,你猜,通识,理论课,核心通识,图书馆,通修,2.0
6778,电子信息检索（瞿其春）,你猜,你猜,你猜,你猜,通识,理论课,核心通识,图书馆,通修,2.0
6779,电子储存环物理（罗箐）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,国家同步辐射实验室,硕士,2.0
6780,电子技术基础(1)（阴泽杰）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,通修,4.0
6781,电子技术基础(2)（刘树彬）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,通修,3.0
6782,电子技术基础(1)（金革）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业基础,2.0
6783,电子技术基础(1)（赵智宏）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业基础,2.0
6784,电子商务（苟清龙）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,工商管理系,专业选修,3.0
6785,电子商务与实践（苟清龙）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,工商管理系,专业选修,3.0
6786,电子密度泛函理论与应用（武晓君）,你猜,你猜,你猜,你猜,计划,理论实验课,研究生课程,化学物理系,硕士,3.0
6787,"电子密度泛函理论与计算（武晓君, 江俊）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,化学物理系,硕士,4.0
6788,电子技术基础（顾理）,你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,电子科学与技术系,全校通修,4.0
6789,电子商务概论（杨俊朋）,你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,科技传播系,全校通修,3.0
6790,电子技术基础(2)（安琪）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,通修,3.0
6791,电子技术基础(3)（金革）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业基础,3.0
6792,电子技术基础(2)（武杰）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,通修,3.0
6793,电子技术基础(2)（赵智宏）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业基础,2.0
6794,电子技术基础(3)（赵智宏）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业基础,3.0
6795,电子技术基础实验（卢结成）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.0
6796,"电子技术基础实验（卢结成, 王吉英）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.0
6797,电子技术基础实验（王吉英）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.0
6798,电子技术基础(2)（汤家骏）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,通修,3.0
6799,电子电路基础（王涛）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6800,电子电路基础实验（卢结成）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.0
6801,电子电路基础（陈香）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6802,电子电路基础实验（王吉英）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.0
6803,电子电路基础（黄鲁）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6804,电子电路基础（朱俊株）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6805,电子电路基础（陆伟）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6806,电子电路基础（郑重）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6807,"电子电路基础（郑重, 杨基海）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6808,电子电路基础（顾理）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6809,电子电路基础（杨基海）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6810,电子系统设计（阴泽杰）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,通修,3.0
6811,电子系统设计基础（周烽）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,自动化系,专业基础,3.0
6812,电子系统设计（石春）,你猜,你猜,你猜,你猜,基础,理论课,专业硕士,自动化系,硕士,2.0
6813,"电子线路（陆伟, 顾理）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,信息科学技术学院,通修,4.0
6814,电子系统设计（尹华锐）,你猜,你猜,你猜,你猜,双学,理论实验课,双学位课程,电子工程与信息科学系,专业核心,3.0
6815,电子线路基础（郭圆月）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,信息科学技术学院,通修,4.0
6816,电子系统设计（王行甫）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,计算机科学与技术系,通修,3.0
6817,电子系统设计自动化（汤家骏）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,自动化系,通修,3.0
6818,电子线路基础（杨基海）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6819,电子系统设计（李辉）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,电子科学与技术系,专业核心,3.0
6820,电子线路基础实验（卢结成）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.0
6821,电子线路实验（卢结成）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,电子科学与技术系,通修,1.5
6822,电子线路基础（陈贤富）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,信息科学技术学院,通修,4.0
6823,电子线路基础（陈香）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,电子科学与技术系,通修,4.0
6824,电子线路基础实验（杜宏伟）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
6825,电子线路基础（郑重）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,信息科学技术学院,通修,4.0
6826,电子线路基础（顾理）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,信息科学技术学院,通修,4.0
6827,电子线路基础实验（胡新伟）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
6828,电子线路基础实验（季芳芳）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
6829,电子综合设计与制作（关树柱）,你猜,你猜,你猜,你猜,未知,未知,本科计划内课程,电子工程与信息科学系,全校通修,1.0
6830,电子能量损失谱学（朱林繁）,你猜,你猜,你猜,你猜,通识,理论课,核心通识,近代物理系,通修,2.0
